0	0
1	1
2	0
3	2
4	1
5	2
6	2
7	2
8	3
9	2
10	4
11	3
12	5
13	2
14	2
15	2
16	2
17	3
18	6
19	0
20	2
21	2
22	7
23	8
24	2
25	9
26	5
27	1
28	10
29	8
30	2
31	2
32	5
33	11
34	0
35	0
36	2
37	12
38	2
39	2
40	13
41	1
42	6
43	0
44	2
45	10
46	2
47	12
48	4
49	14
50	1
51	0
52	5
53	12
54	2
55	12
56	10
57	0
58	5
59	3
60	3
61	2
62	13
63	2
64	13
65	3
66	2
67	3
68	15
69	1
70	1
71	4
72	12
73	3
74	1
75	3
76	3
77	2
78	6
79	3
80	4
81	3
82	1
83	3
84	16
85	3
86	7
87	1
88	13
89	2
90	0
91	13
92	6
93	2
94	12
95	2
96	11
97	2
98	2
99	6
100	2
101	8
102	2
103	13
104	2
105	1
106	10
107	2
108	3
109	2
110	2
111	12
112	3
113	15
114	1
115	2
116	2
117	3
118	0
119	13
120	16
121	2
122	10
123	2
124	13
125	2
126	2
127	12
128	2
129	13
130	3
131	12
132	4
133	2
134	0
135	3
136	15
137	13
138	0
139	17
140	9
141	12
142	3
143	13
144	17
145	12
146	2
147	18
148	2
149	13
150	2
151	13
152	13
153	9
154	1
155	12
156	13
157	13
158	1
159	0
160	6
161	13
162	19
163	3
164	17
165	0
166	4
167	1
168	3
169	3
170	15
171	0
172	3
173	10
174	13
175	13
176	12
177	3
178	12
179	15
180	0
181	12
182	4
183	2
184	5
185	2
186	0
187	13
188	17
189	12
190	6
191	3
192	0
193	10
194	0
195	10
196	7
197	13
198	1
199	12
200	9
201	0
202	6
203	2
204	10
205	16
206	9
207	1
208	13
209	14
210	15
211	0
212	18
213	13
214	7
215	5
216	0
217	6
218	10
219	2
220	1
221	3
222	3
223	16
224	13
225	17
226	5
227	13
228	12
229	0
230	2
231	1
232	5
233	7
234	1
235	10
236	5
237	0
238	10
239	5
240	0
241	0
242	13
243	0
244	2
245	1
246	15
247	4
248	17
249	13
250	2
251	2
252	13
253	6
254	13
255	3
256	3
257	0
258	4
259	7
260	20
261	13
262	7
263	7
264	2
265	2
266	1
267	7
268	6
269	2
270	1
271	11
272	12
273	2
274	5
275	6
276	21
277	1
278	12
279	15
280	4
281	3
282	7
283	7
284	1
285	2
286	18
287	3
288	7
289	6
290	4
291	10
292	12
293	14
294	2
295	5
296	2
297	0
298	2
299	1
300	10
301	5
302	0
303	2
304	10
305	3
306	14
307	7
308	1
309	12
310	0
311	0
312	3
313	22
314	12
315	6
316	3
317	12
318	2
319	7
320	0
321	17
322	2
323	20
324	7
325	18
326	0
327	7
328	0
329	15
330	23
331	12
332	1
333	9
334	17
335	12
336	1
337	13
338	10
339	2
340	10
341	2
342	12
343	9
344	1
345	12
346	4
347	3
348	5
349	1
350	2
351	3
352	0
353	13
354	5
355	2
356	7
357	2
358	3
359	22
360	1
361	2
362	12
363	7
364	2
365	2
366	20
367	5
368	9
369	17
370	6
371	11
372	0
373	0
374	0
375	1
376	2
377	1
378	3
379	0
380	0
381	6
382	0
383	0
384	0
385	7
386	12
387	2
388	11
389	5
390	10
391	5
392	6
393	13
394	18
395	6
396	2
397	2
398	12
399	3
400	13
401	2
402	9
403	1
404	13
405	10
406	1
407	6
408	2
409	0
410	14
411	0
412	18
413	12
414	12
415	6
416	21
417	20
418	2
419	7
420	0
421	9
422	0
423	18
424	13
425	18
426	0
427	2
428	6
429	8
430	2
431	0
432	0
433	13
434	2
435	9
436	10
437	5
438	4
439	9
440	4
441	0
442	5
443	12
444	20
445	2
446	2
447	13
448	7
449	1
450	2
451	13
452	9
453	0
454	5
455	2
456	3
457	6
458	7
459	13
460	0
461	0
462	15
463	3
464	0
465	2
466	9
467	4
468	7
469	9
470	0
471	13
472	13
473	1
474	0
475	5
476	13
477	2
478	6
479	2
480	0
481	1
482	13
483	9
484	12
485	5
486	0
487	12
488	15
489	0
490	16
491	3
492	13
493	1
494	0
495	10
496	0
497	12
498	1
499	7
500	5
501	3
502	7
503	9
504	8
505	0
506	0
507	2
508	12
509	1
510	6
511	0
512	13
513	12
514	0
515	1
516	12
517	1
518	0
519	1
520	1
521	13
522	1
523	13
524	9
525	12
526	1
527	12
528	2
529	10
530	0
531	1
532	10
533	13
534	5
535	0
536	13
537	17
538	2
539	15
540	7
541	2
542	5
543	0
544	0
545	2
546	6
547	2
548	3
549	0
550	7
551	16
552	1
553	8
554	12
555	3
556	3
557	5
558	6
559	18
560	5
561	0
562	3
563	0
564	0
565	3
566	12
567	12
568	0
569	1
570	3
571	4
572	5
573	1
574	13
575	1
576	17
577	4
578	5
579	1
580	15
581	12
582	5
583	10
584	0
585	15
586	12
587	7
588	4
589	5
590	9
591	2
592	2
593	7
594	2
595	3
596	0
597	5
598	4
599	0
600	5
601	4
602	12
603	0
604	1
605	1
606	2
607	13
608	3
609	10
610	1
611	5
612	5
613	2
614	6
615	0
616	22
617	13
618	1
619	13
620	5
621	12
622	2
623	3
624	22
625	13
626	0
627	15
628	2
629	12
630	2
631	7
632	3
633	2
634	2
635	0
636	4
637	0
638	12
639	2
640	5
641	9
642	7
643	18
644	0
645	1
646	2
647	1
648	2
649	15
650	1
651	3
652	15
653	13
654	7
655	2
656	0
657	16
658	0
659	1
660	13
661	10
662	5
663	17
664	0
665	0
666	13
667	3
668	1
669	3
670	2
671	5
672	6
673	15
674	3
675	12
676	9
677	12
678	2
679	2
680	1
681	13
682	12
683	1
684	5
685	12
686	0
687	0
688	5
689	2
690	0
691	13
692	0
693	3
694	3
695	9
696	9
697	0
698	13
699	3
700	12
701	2
702	0
703	3
704	0
705	12
706	4
707	15
708	18
709	13
710	3
711	12
712	7
713	7
714	2
715	0
716	7
717	2
718	13
719	17
720	5
721	12
722	7
723	4
724	0
725	20
726	2
727	5
728	3
729	6
730	0
731	23
732	0
733	10
734	0
735	2
736	0
737	2
738	2
739	0
740	0
741	13
742	15
743	2
744	15
745	22
746	2
747	13
748	2
749	2
750	2
751	7
752	5
753	1
754	2
755	2
756	0
757	9
758	11
759	5
760	12
761	1
762	20
763	4
764	0
765	3
766	11
767	3
768	13
769	5
770	5
771	5
772	3
773	12
774	7
775	7
776	14
777	0
778	6
779	0
780	10
781	0
782	12
783	2
784	5
785	9
786	5
787	1
788	2
789	3
790	1
791	0
792	0
793	9
794	13
795	5
796	11
797	0
798	10
799	0
800	18
801	2
802	8
803	2
804	9
805	15
806	1
807	13
808	5
809	2
810	18
811	12
812	13
813	3
814	7
815	6
816	2
817	13
818	15
819	8
820	2
821	13
822	13
823	10
824	4
825	7
826	0
827	13
828	6
829	6
830	15
831	0
832	12
833	3
834	12
835	17
836	0
837	0
838	0
839	0
840	18
841	5
842	2
843	2
844	7
845	14
846	4
847	0
848	0
849	0
850	0
851	0
852	9
853	1
854	1
855	2
856	13
857	10
858	0
859	6
860	20
861	2
862	5
863	10
864	1
865	4
866	12
867	5
868	13
869	0
870	20
871	10
872	0
873	13
874	1
875	0
876	2
877	0
878	2
879	13
880	9
881	4
882	13
883	12
884	9
885	2
886	2
887	0
888	15
889	2
890	2
891	1
892	10
893	5
894	9
895	5
896	6
897	2
898	10
899	8
900	12
901	1
902	6
903	0
904	5
905	12
906	13
907	9
908	12
909	10
910	12
911	21
912	13
913	11
914	6
915	17
916	10
917	6
918	1
919	10
920	15
921	0
922	0
923	13
924	6
925	7
926	6
927	3
928	0
929	13
930	3
931	13
932	8
933	1
934	15
935	3
936	2
937	3
938	13
939	21
940	2
941	0
942	0
943	15
944	5
945	1
946	3
947	1
948	0
949	6
950	12
951	2
952	1
953	0
954	10
955	11
956	19
957	12
958	7
959	12
960	3
961	12
962	5
963	0
964	6
965	2
966	5
967	22
968	5
969	1
970	4
971	18
972	13
973	12
974	3
975	7
976	13
977	0
978	2
979	2
980	2
981	2
982	1
983	1
984	13
985	5
986	9
987	13
988	17
989	0
990	2
991	0
992	13
993	3
994	0
995	2
996	11
997	13
998	7
999	4
1000	0
1001	9
1002	2
1003	2
1004	18
1005	0
1006	2
1007	0
1008	6
1009	12
1010	9
1011	13
1012	10
1013	3
1014	2
1015	12
1016	9
1017	9
1018	5
1019	20
1020	1
1021	0
1022	5
1023	7
1024	5
1025	6
1026	23
1027	0
1028	0
1029	0
1030	9
1031	12
1032	8
1033	13
1034	0
1035	23
1036	1
1037	7
1038	20
1039	4
1040	3
1041	1
1042	12
1043	12
1044	5
1045	12
1046	12
1047	6
1048	0
1049	0
1050	0
1051	4
1052	9
1053	6
1054	15
1055	7
1056	1
1057	6
1058	7
1059	2
1060	19
1061	6
